time,iterations,newton_steps,corresponding_frame,source_folder
0.002652,295,8,0,run_20250505_035854
0.002652,316,8,0,run_20250505_035854
0.002753,287,8,0,run_20250505_035854
0.002753,288,8,0,run_20250505_035854
0.002753,171,8,0,run_20250505_035854
0.002753,304,8,0,run_20250505_035854
0.002753,317,8,0,run_20250505_035854
0.002753,383,8,0,run_20250505_035854
0.002753,318,8,0,run_20250505_035854
0.002753,320,8,0,run_20250505_035854
0.002753,414,8,0,run_20250505_035854
0.002859,168,7,0,run_20250505_035854
0.002859,298,7,0,run_20250505_035854
0.002859,384,7,0,run_20250505_035854
0.002859,305,7,0,run_20250505_035854
0.002859,319,7,0,run_20250505_035854
0.002859,341,7,0,run_20250505_035854
0.002859,419,7,0,run_20250505_035854
0.002859,378,7,0,run_20250505_035854
0.002963,296,9,0,run_20250505_035854
0.002963,153,9,0,run_20250505_035854
0.002963,310,9,0,run_20250505_035854
0.002963,352,9,0,run_20250505_035854
0.002963,309,9,0,run_20250505_035854
0.002963,319,9,0,run_20250505_035854
0.002963,371,9,0,run_20250505_035854
0.002963,292,9,0,run_20250505_035854
0.002963,304,9,0,run_20250505_035854
0.002963,306,9,0,run_20250505_035854
0.003081,316,7,0,run_20250505_035854
0.003081,193,7,0,run_20250505_035854
0.003081,326,7,0,run_20250505_035854
0.003081,345,7,0,run_20250505_035854
0.003081,357,7,0,run_20250505_035854
0.003081,283,7,0,run_20250505_035854
0.003081,318,7,0,run_20250505_035854
0.003081,303,7,0,run_20250505_035854
0.003184,174,8,0,run_20250505_035854
0.003184,350,8,0,run_20250505_035854
0.003184,335,8,0,run_20250505_035854
0.003184,327,8,0,run_20250505_035854
0.003184,337,8,0,run_20250505_035854
0.003184,300,8,0,run_20250505_035854
0.003184,350,8,0,run_20250505_035854
0.003184,334,8,0,run_20250505_035854
0.003184,397,8,0,run_20250505_035854
0.003332,344,5,0,run_20250505_035854
0.003332,321,5,0,run_20250505_035854
0.003332,283,5,0,run_20250505_035854
0.003332,288,5,0,run_20250505_035854
0.003332,328,5,0,run_20250505_035854
0.003332,146,5,0,run_20250505_035854
0.003444,325,7,0,run_20250505_035854
0.003444,343,7,0,run_20250505_035854
0.003444,351,7,0,run_20250505_035854
0.003444,341,7,0,run_20250505_035854
0.003444,355,7,0,run_20250505_035854
0.003444,336,7,0,run_20250505_035854
0.003444,285,7,0,run_20250505_035854
0.003444,188,7,0,run_20250505_035854
0.003555,362,6,0,run_20250505_035854
0.003555,342,6,0,run_20250505_035854
0.003555,324,6,0,run_20250505_035854
0.003555,182,6,0,run_20250505_035854
0.003555,294,6,0,run_20250505_035854
0.003555,345,6,0,run_20250505_035854
0.003555,283,6,0,run_20250505_035854
0.003665,336,7,0,run_20250505_035854
0.003665,318,7,0,run_20250505_035854
0.003665,291,7,0,run_20250505_035854
0.003665,349,7,0,run_20250505_035854
0.003665,313,7,0,run_20250505_035854
0.003665,368,7,0,run_20250505_035854
0.003665,314,7,0,run_20250505_035854
0.003665,217,7,0,run_20250505_035854
0.003809,188,8,0,run_20250505_035854
0.003809,317,8,0,run_20250505_035854
0.003809,349,8,0,run_20250505_035854
0.003809,353,8,0,run_20250505_035854
0.003809,333,8,0,run_20250505_035854
0.003809,304,8,0,run_20250505_035854
0.003809,352,8,0,run_20250505_035854
0.003809,325,8,0,run_20250505_035854
0.003809,342,8,0,run_20250505_035854
0.003927,334,6,0,run_20250505_035854
0.003927,339,6,0,run_20250505_035854
0.003927,357,6,0,run_20250505_035854
0.003927,344,6,0,run_20250505_035854
0.003927,373,6,0,run_20250505_035854
0.003927,316,6,0,run_20250505_035854
0.003927,175,6,0,run_20250505_035854
0.004043,184,8,0,run_20250505_035854
0.004043,343,8,0,run_20250505_035854
0.004043,335,8,0,run_20250505_035854
0.004043,313,8,0,run_20250505_035854
0.004043,317,8,0,run_20250505_035854
0.004043,344,8,0,run_20250505_035854
0.004043,361,8,0,run_20250505_035854
0.004043,350,8,0,run_20250505_035854
0.004043,363,8,0,run_20250505_035854
0.004158,318,8,0,run_20250505_035854
0.004158,367,8,0,run_20250505_035854
0.004158,318,8,0,run_20250505_035854
0.004158,332,8,0,run_20250505_035854
0.004158,162,8,0,run_20250505_035854
0.004158,355,8,0,run_20250505_035854
0.004158,342,8,0,run_20250505_035854
0.004158,332,8,0,run_20250505_035854
0.004158,305,8,0,run_20250505_035854
0.004272,162,8,0,run_20250505_035854
0.004272,358,8,0,run_20250505_035854
0.004272,341,8,0,run_20250505_035854
0.004272,360,8,0,run_20250505_035854
0.004272,332,8,0,run_20250505_035854
0.004272,316,8,0,run_20250505_035854
0.004272,372,8,0,run_20250505_035854
0.004272,333,8,0,run_20250505_035854
0.004272,355,8,0,run_20250505_035854
0.004373,413,7,0,run_20250505_035854
0.004373,139,7,0,run_20250505_035854
0.004373,376,7,0,run_20250505_035854
0.004373,352,7,0,run_20250505_035854
0.004373,336,7,0,run_20250505_035854
0.004373,354,7,0,run_20250505_035854
0.004373,344,7,0,run_20250505_035854
0.004373,362,7,0,run_20250505_035854
0.004473,209,9,0,run_20250505_035854
0.004473,391,9,0,run_20250505_035854
0.004473,377,9,0,run_20250505_035854
0.004473,361,9,0,run_20250505_035854
0.004473,446,9,0,run_20250505_035854
0.004473,305,9,0,run_20250505_035854
0.004473,298,9,0,run_20250505_035854
0.004473,407,9,0,run_20250505_035854
0.004473,425,9,0,run_20250505_035854
0.004473,394,9,0,run_20250505_035854
0.004621,353,8,0,run_20250505_035854
0.004621,407,8,0,run_20250505_035854
0.004621,459,8,0,run_20250505_035854
0.004621,293,8,0,run_20250505_035854
0.004621,297,8,0,run_20250505_035854
0.004621,347,8,0,run_20250505_035854
0.004621,338,8,0,run_20250505_035854
0.004621,420,8,0,run_20250505_035854
0.004621,205,8,0,run_20250505_035854
0.004775,384,5,0,run_20250505_035854
0.004775,146,5,0,run_20250505_035854
0.004775,317,5,0,run_20250505_035854
0.004775,375,5,0,run_20250505_035854
0.004775,347,5,0,run_20250505_035854
0.004775,376,5,0,run_20250505_035854
0.004876,433,6,0,run_20250505_035854
0.004876,382,6,0,run_20250505_035854
0.004876,311,6,0,run_20250505_035854
0.004876,291,6,0,run_20250505_035854
0.004876,401,6,0,run_20250505_035854
0.004876,356,6,0,run_20250505_035854
0.004876,185,6,0,run_20250505_035854
0.004978,147,5,0,run_20250505_035854
0.004978,354,5,0,run_20250505_035854
0.004978,308,5,0,run_20250505_035854
0.004978,299,5,0,run_20250505_035854
0.004978,399,5,0,run_20250505_035854
0.004978,381,5,0,run_20250505_035854
0.005082,360,5,0,run_20250505_035854
0.005082,295,5,0,run_20250505_035854
0.005082,310,5,0,run_20250505_035854
0.005082,432,5,0,run_20250505_035854
0.005082,343,5,0,run_20250505_035854
0.005082,155,5,0,run_20250505_035854
0.005186,338,8,0,run_20250505_035854
0.005186,205,8,0,run_20250505_035854
0.005186,350,8,0,run_20250505_035854
0.005186,335,8,0,run_20250505_035854
0.005186,341,8,0,run_20250505_035854
0.005186,370,8,0,run_20250505_035854
0.005186,356,8,0,run_20250505_035854
0.005186,325,8,0,run_20250505_035854
0.005186,355,8,0,run_20250505_035854
0.005337,368,7,0,run_20250505_035854
0.005337,327,7,0,run_20250505_035854
0.005337,363,7,0,run_20250505_035854
0.005337,186,7,0,run_20250505_035854
0.005337,311,7,0,run_20250505_035854
0.005337,338,7,0,run_20250505_035854
0.005337,369,7,0,run_20250505_035854
0.005337,313,7,0,run_20250505_035854
0.00547,343,7,0,run_20250505_035854
0.00547,326,7,0,run_20250505_035854
0.00547,321,7,0,run_20250505_035854
0.00547,357,7,0,run_20250505_035854
0.00547,321,7,0,run_20250505_035854
0.00547,322,7,0,run_20250505_035854
0.00547,324,7,0,run_20250505_035854
0.00547,134,7,0,run_20250505_035854
0.005571,323,9,0,run_20250505_035854
0.005571,135,9,0,run_20250505_035854
0.005571,371,9,0,run_20250505_035854
0.005571,383,9,0,run_20250505_035854
0.005571,329,9,0,run_20250505_035854
0.005571,342,9,0,run_20250505_035854
0.005571,382,9,0,run_20250505_035854
0.005571,372,9,0,run_20250505_035854
0.005571,449,9,0,run_20250505_035854
0.005571,372,9,0,run_20250505_035854
0.005672,340,7,0,run_20250505_035854
0.005672,412,7,0,run_20250505_035854
0.005672,306,7,0,run_20250505_035854
0.005672,358,7,0,run_20250505_035854
0.005672,364,7,0,run_20250505_035854
0.005672,375,7,0,run_20250505_035854
0.005672,319,7,0,run_20250505_035854
0.005672,208,7,0,run_20250505_035854
0.005784,172,5,0,run_20250505_035854
0.005784,331,5,0,run_20250505_035854
0.005784,393,5,0,run_20250505_035854
0.005784,354,5,0,run_20250505_035854
0.005784,340,5,0,run_20250505_035854
0.005784,302,5,0,run_20250505_035854
0.005886,325,5,0,run_20250505_035854
0.005886,376,5,0,run_20250505_035854
0.005886,332,5,0,run_20250505_035854
0.005886,323,5,0,run_20250505_035854
0.005886,388,5,0,run_20250505_035854
0.005886,156,5,0,run_20250505_035854
0.005987,327,7,0,run_20250505_035854
0.005987,377,7,0,run_20250505_035854
0.005987,360,7,0,run_20250505_035854
0.005987,191,7,0,run_20250505_035854
0.005987,356,7,0,run_20250505_035854
0.005987,321,7,0,run_20250505_035854
0.005987,344,7,0,run_20250505_035854
0.005987,353,7,0,run_20250505_035854
0.006135,146,8,0,run_20250505_035854
0.006135,375,8,0,run_20250505_035854
0.006135,344,8,0,run_20250505_035854
0.006135,343,8,0,run_20250505_035854
0.006135,337,8,0,run_20250505_035854
0.006135,336,8,0,run_20250505_035854
0.006135,346,8,0,run_20250505_035854
0.006135,362,8,0,run_20250505_035854
0.006135,372,8,0,run_20250505_035854
0.006246,218,7,0,run_20250505_035854
0.006246,342,7,0,run_20250505_035854
0.006246,357,7,0,run_20250505_035854
0.006246,359,7,0,run_20250505_035854
0.006246,378,7,0,run_20250505_035854
0.006246,335,7,0,run_20250505_035854
0.006246,415,7,0,run_20250505_035854
0.006246,401,7,0,run_20250505_035854
0.006362,384,7,0,run_20250505_035854
0.006362,356,7,0,run_20250505_035854
0.006362,355,7,0,run_20250505_035854
0.006362,378,7,0,run_20250505_035854
0.006362,339,7,0,run_20250505_035854
0.006362,346,7,0,run_20250505_035854
0.006362,368,7,0,run_20250505_035854
0.006362,159,7,0,run_20250505_035854
0.006467,345,8,0,run_20250505_035854
0.006467,173,8,0,run_20250505_035854
0.006467,360,8,0,run_20250505_035854
0.006467,336,8,0,run_20250505_035854
0.006467,403,8,0,run_20250505_035854
0.006467,368,8,0,run_20250505_035854
0.006467,341,8,0,run_20250505_035854
0.006467,387,8,0,run_20250505_035854
0.006467,352,8,0,run_20250505_035854
0.006574,370,9,0,run_20250505_035854
0.006574,385,9,0,run_20250505_035854
0.006574,358,9,0,run_20250505_035854
0.006574,354,9,0,run_20250505_035854
0.006574,186,9,0,run_20250505_035854
0.006574,350,9,0,run_20250505_035854
0.006574,348,9,0,run_20250505_035854
0.006574,355,9,0,run_20250505_035854
0.006574,369,9,0,run_20250505_035854
0.006574,340,9,0,run_20250505_035854
0.006676,182,9,0,run_20250505_035854
0.006676,350,9,0,run_20250505_035854
0.006676,350,9,0,run_20250505_035854
0.006676,353,9,0,run_20250505_035854
0.006676,353,9,0,run_20250505_035854
0.006676,358,9,0,run_20250505_035854
0.006676,353,9,0,run_20250505_035854
0.006676,404,9,0,run_20250505_035854
0.006676,363,9,0,run_20250505_035854
0.006676,354,9,0,run_20250505_035854
0.006801,387,8,0,run_20250505_035854
0.006801,160,8,0,run_20250505_035854
0.006801,362,8,0,run_20250505_035854
0.006801,345,8,0,run_20250505_035854
0.006801,356,8,0,run_20250505_035854
0.006801,345,8,0,run_20250505_035854
0.006801,354,8,0,run_20250505_035854
0.006801,345,8,0,run_20250505_035854
0.006801,359,8,0,run_20250505_035854
0.006906,169,9,0,run_20250505_035854
0.006906,379,9,0,run_20250505_035854
0.006906,356,9,0,run_20250505_035854
0.006906,399,9,0,run_20250505_035854
0.006906,360,9,0,run_20250505_035854
0.006906,460,9,0,run_20250505_035854
0.006906,452,9,0,run_20250505_035854
0.006906,418,9,0,run_20250505_035854
0.006906,411,9,0,run_20250505_035854
0.006906,361,9,0,run_20250505_035854
0.007017,358,9,0,run_20250505_035854
0.007017,169,9,0,run_20250505_035854
0.007017,360,9,0,run_20250505_035854
0.007017,359,9,0,run_20250505_035854
0.007017,354,9,0,run_20250505_035854
0.007017,406,9,0,run_20250505_035854
0.007017,351,9,0,run_20250505_035854
0.007017,367,9,0,run_20250505_035854
0.007017,388,9,0,run_20250505_035854
0.007017,345,9,0,run_20250505_035854
0.007133,351,9,0,run_20250505_035854
0.007133,154,9,0,run_20250505_035854
0.007133,355,9,0,run_20250505_035854
0.007133,359,9,0,run_20250505_035854
0.007133,356,9,0,run_20250505_035854
0.007133,344,9,0,run_20250505_035854
0.007133,364,9,0,run_20250505_035854
0.007133,362,9,0,run_20250505_035854
0.007133,358,9,0,run_20250505_035854
0.007133,363,9,0,run_20250505_035854
0.007234,152,11,0,run_20250505_035854
0.007234,346,11,0,run_20250505_035854
0.007234,350,11,0,run_20250505_035854
0.007234,355,11,0,run_20250505_035854
0.007234,364,11,0,run_20250505_035854
0.007234,373,11,0,run_20250505_035854
0.007234,369,11,0,run_20250505_035854
0.007234,363,11,0,run_20250505_035854
0.007234,364,11,0,run_20250505_035854
0.007234,365,11,0,run_20250505_035854
0.007234,387,11,0,run_20250505_035854
0.007234,376,11,0,run_20250505_035854
0.007334,364,11,0,run_20250505_035854
0.007334,159,11,0,run_20250505_035854
0.007334,365,11,0,run_20250505_035854
0.007334,366,11,0,run_20250505_035854
0.007334,371,11,0,run_20250505_035854
0.007334,371,11,0,run_20250505_035854
0.007334,364,11,0,run_20250505_035854
0.007334,360,11,0,run_20250505_035854
0.007334,365,11,0,run_20250505_035854
0.007334,362,11,0,run_20250505_035854
0.007334,354,11,0,run_20250505_035854
0.007334,382,11,0,run_20250505_035854
0.007438,168,11,0,run_20250505_035854
0.007438,356,11,0,run_20250505_035854
0.007438,371,11,0,run_20250505_035854
0.007438,360,11,0,run_20250505_035854
0.007438,366,11,0,run_20250505_035854
0.007438,368,11,0,run_20250505_035854
0.007438,356,11,0,run_20250505_035854
0.007438,372,11,0,run_20250505_035854
0.007438,364,11,0,run_20250505_035854
0.007438,375,11,0,run_20250505_035854
0.007438,388,11,0,run_20250505_035854
0.007438,364,11,0,run_20250505_035854
0.00755,177,9,0,run_20250505_035854
0.00755,361,9,0,run_20250505_035854
0.00755,363,9,0,run_20250505_035854
0.00755,355,9,0,run_20250505_035854
0.00755,354,9,0,run_20250505_035854
0.00755,384,9,0,run_20250505_035854
0.00755,368,9,0,run_20250505_035854
0.00755,358,9,0,run_20250505_035854
0.00755,373,9,0,run_20250505_035854
0.00755,353,9,0,run_20250505_035854
0.007659,373,8,0,run_20250505_035854
0.007659,161,8,0,run_20250505_035854
0.007659,403,8,0,run_20250505_035854
0.007659,380,8,0,run_20250505_035854
0.007659,370,8,0,run_20250505_035854
0.007659,392,8,0,run_20250505_035854
0.007659,355,8,0,run_20250505_035854
0.007659,440,8,0,run_20250505_035854
0.007659,372,8,0,run_20250505_035854
0.007761,361,8,0,run_20250505_035854
0.007761,370,8,0,run_20250505_035854
0.007761,372,8,0,run_20250505_035854
0.007761,378,8,0,run_20250505_035854
0.007761,191,8,0,run_20250505_035854
0.007761,366,8,0,run_20250505_035854
0.007761,398,8,0,run_20250505_035854
0.007761,421,8,0,run_20250505_035854
0.007761,361,8,0,run_20250505_035854
0.007868,394,7,0,run_20250505_035854
0.007868,381,7,0,run_20250505_035854
0.007868,371,7,0,run_20250505_035854
0.007868,389,7,0,run_20250505_035854
0.007868,363,7,0,run_20250505_035854
0.007868,381,7,0,run_20250505_035854
0.007868,374,7,0,run_20250505_035854
0.007868,170,7,0,run_20250505_035854
0.007972,381,8,0,run_20250505_035854
0.007972,185,8,0,run_20250505_035854
0.007972,376,8,0,run_20250505_035854
0.007972,379,8,0,run_20250505_035854
0.007972,392,8,0,run_20250505_035854
0.007972,389,8,0,run_20250505_035854
0.007972,383,8,0,run_20250505_035854
0.007972,381,8,0,run_20250505_035854
0.007972,385,8,0,run_20250505_035854
0.008084,221,8,0,run_20250505_035854
0.008084,386,8,0,run_20250505_035854
0.008084,373,8,0,run_20250505_035854
0.008084,375,8,0,run_20250505_035854
0.008084,380,8,0,run_20250505_035854
0.008084,378,8,0,run_20250505_035854
0.008084,380,8,0,run_20250505_035854
0.008084,402,8,0,run_20250505_035854
0.008084,397,8,0,run_20250505_035854
0.008184,184,9,0,run_20250505_035854
0.008184,390,9,0,run_20250505_035854
0.008184,397,9,0,run_20250505_035854
0.008184,382,9,0,run_20250505_035854
0.008184,376,9,0,run_20250505_035854
0.008184,396,9,0,run_20250505_035854
0.008184,378,9,0,run_20250505_035854
0.008184,420,9,0,run_20250505_035854
0.008184,379,9,0,run_20250505_035854
0.008184,386,9,0,run_20250505_035854
0.008285,415,9,0,run_20250505_035854
0.008285,243,9,0,run_20250505_035854
0.008285,375,9,0,run_20250505_035854
0.008285,404,9,0,run_20250505_035854
0.008285,390,9,0,run_20250505_035854
0.008285,421,9,0,run_20250505_035854
0.008285,399,9,0,run_20250505_035854
0.008285,392,9,0,run_20250505_035854
0.008285,394,9,0,run_20250505_035854
0.008285,392,9,0,run_20250505_035854
0.008395,173,10,0,run_20250505_035854
0.008395,389,10,0,run_20250505_035854
0.008395,394,10,0,run_20250505_035854
0.008395,420,10,0,run_20250505_035854
0.008395,397,10,0,run_20250505_035854
0.008395,393,10,0,run_20250505_035854
0.008395,396,10,0,run_20250505_035854
0.008395,427,10,0,run_20250505_035854
0.008395,402,10,0,run_20250505_035854
0.008395,400,10,0,run_20250505_035854
0.008395,422,10,0,run_20250505_035854
0.008495,429,8,0,run_20250505_035854
0.008495,424,8,0,run_20250505_035854
0.008495,406,8,0,run_20250505_035854
0.008495,396,8,0,run_20250505_035854
0.008495,391,8,0,run_20250505_035854
0.008495,405,8,0,run_20250505_035854
0.008495,407,8,0,run_20250505_035854
0.008495,394,8,0,run_20250505_035854
0.008495,225,8,0,run_20250505_035854
0.008605,441,11,0,run_20250505_035854
0.008605,403,11,0,run_20250505_035854
0.008605,212,11,0,run_20250505_035854
0.008605,420,11,0,run_20250505_035854
0.008605,378,11,0,run_20250505_035854
0.008605,380,11,0,run_20250505_035854
0.008605,396,11,0,run_20250505_035854
0.008605,386,11,0,run_20250505_035854
0.008605,402,11,0,run_20250505_035854
0.008605,364,11,0,run_20250505_035854
0.008605,386,11,0,run_20250505_035854
0.008605,398,11,0,run_20250505_035854
0.008717,224,8,0,run_20250505_035854
0.008717,416,8,0,run_20250505_035854
0.008717,390,8,0,run_20250505_035854
0.008717,395,8,0,run_20250505_035854
0.008717,427,8,0,run_20250505_035854
0.008717,400,8,0,run_20250505_035854
0.008717,432,8,0,run_20250505_035854
0.008717,389,8,0,run_20250505_035854
0.008717,407,8,0,run_20250505_035854
0.008822,470,8,0,run_20250505_035854
0.008822,222,8,0,run_20250505_035854
0.008822,380,8,0,run_20250505_035854
0.008822,407,8,0,run_20250505_035854
0.008822,402,8,0,run_20250505_035854
0.008822,406,8,0,run_20250505_035854
0.008822,411,8,0,run_20250505_035854
0.008822,395,8,0,run_20250505_035854
0.008822,437,8,0,run_20250505_035854
0.008922,385,12,0,run_20250505_035854
0.008922,426,12,0,run_20250505_035854
0.008922,165,12,0,run_20250505_035854
0.008922,412,12,0,run_20250505_035854
0.008922,394,12,0,run_20250505_035854
0.008922,414,12,0,run_20250505_035854
0.008922,388,12,0,run_20250505_035854
0.008922,432,12,0,run_20250505_035854
0.008922,414,12,0,run_20250505_035854
0.008922,382,12,0,run_20250505_035854
0.008922,476,12,0,run_20250505_035854
0.008922,404,12,0,run_20250505_035854
0.008922,427,12,0,run_20250505_035854
0.009024,409,11,0,run_20250505_035854
0.009024,420,11,0,run_20250505_035854
0.009024,398,11,0,run_20250505_035854
0.009024,463,11,0,run_20250505_035854
0.009024,387,11,0,run_20250505_035854
0.009024,406,11,0,run_20250505_035854
0.009024,446,11,0,run_20250505_035854
0.009024,409,11,0,run_20250505_035854
0.009024,428,11,0,run_20250505_035854
0.009024,433,11,0,run_20250505_035854
0.009024,201,11,0,run_20250505_035854
0.009024,413,11,0,run_20250505_035854
0.009141,199,9,0,run_20250505_035854
0.009141,398,9,0,run_20250505_035854
0.009141,379,9,0,run_20250505_035854
0.009141,388,9,0,run_20250505_035854
0.009141,469,9,0,run_20250505_035854
0.009141,378,9,0,run_20250505_035854
0.009141,486,9,0,run_20250505_035854
0.009141,407,9,0,run_20250505_035854
0.009141,401,9,0,run_20250505_035854
0.009141,402,9,0,run_20250505_035854
0.009241,184,12,0,run_20250505_035854
0.009241,400,12,0,run_20250505_035854
0.009241,408,12,0,run_20250505_035854
0.009241,382,12,0,run_20250505_035854
0.009241,432,12,0,run_20250505_035854
0.009241,424,12,0,run_20250505_035854
0.009241,399,12,0,run_20250505_035854
0.009241,485,12,0,run_20250505_035854
0.009241,399,12,0,run_20250505_035854
0.009241,400,12,0,run_20250505_035854
0.009241,385,12,0,run_20250505_035854
0.009241,471,12,0,run_20250505_035854
0.009241,381,12,0,run_20250505_035854
0.009341,410,14,0,run_20250505_035854
0.009341,188,14,0,run_20250505_035854
0.009341,403,14,0,run_20250505_035854
0.009341,425,14,0,run_20250505_035854
0.009341,387,14,0,run_20250505_035854
0.009341,463,14,0,run_20250505_035854
